date,II,V5,SpO2,Art,BP,ETCO2
22523,0.000000,0.000000,3.993600,0.108343,15.705036,3.324442
22524,0.000000,0.000000,3.805130,0.026101,16.446043,3.695291
22525,0.000000,0.000000,3.593794,0.146561,16.761042,4.468939
22526,0.000000,0.000000,3.361177,0.740236,17.076041,5.242588
22527,0.000000,0.000000,3.110314,2.500000,17.391040,6.016237
22528,0.000000,0.000000,2.845663,4.259764,17.706039,6.789886
22529,0.000000,0.000000,2.572871,4.853439,18.021039,7.563535
22530,0.000000,0.000000,2.298331,4.995445,18.336038,8.337184
22531,0.000000,0.000000,2.028601,4.973899,18.421062,9.530987
22532,0.000000,0.000000,1.769789,4.853439,18.506086,10.724789
22533,0.000000,0.000000,1.527029,4.259764,18.591110,11.918592
22534,0.000000,0.000000,1.304123,2.915061,18.676134,13.112395
22535,0.000000,0.000000,1.103418,2.894892,18.761159,14.306197
22536,0.000000,0.000000,0.925864,2.870147,18.846183,15.500000
22537,0.000000,0.000000,0.771225,2.839898,18.866050,16.693803
22538,0.000000,0.000000,0.638368,2.803087,18.885916,17.887605
22539,0.000000,0.000000,0.525553,2.758531,18.905783,19.081408
22540,0.000000,0.000000,0.430707,2.704955,18.925650,20.275211
22541,0.000000,0.000000,0.351632,2.641039,18.945517,21.469013
22542,0.000000,0.000000,0.286165,2.565501,18.965383,22.662816
22543,0.000000,0.000000,0.232278,2.477213,18.969863,23.436465
22544,0.000000,0.000000,0.188134,2.375353,18.974343,24.210114
22545,0.000000,0.000000,0.152111,2.259579,18.978822,24.983763
22546,0.000000,0.000000,0.000792,2.130204,18.983302,25.757412
22547,0.000000,0.000000,0.004555,1.988345,18.987781,26.531061
22548,0.450000,0.450000,0.026101,1.835991,18.992261,27.304709
22549,0.600000,0.600000,0.146561,1.675972,18.993263,27.675558
22550,0.450000,0.450000,0.740236,1.511785,18.994265,28.046406
22551,0.000000,0.000000,2.500000,1.347316,18.995267,28.417254
22552,0.000000,0.000000,4.259764,1.186475,18.996269,28.788102
22553,-0.700000,-0.700000,4.853439,1.032835,18.997271,29.158950
22554,5.000000,5.000000,4.973899,0.889334,18.998272,29.529798
22555,-1.500000,-1.500000,4.995445,0.758088,18.998496,29.681903
22556,0.000000,0.000000,4.864179,0.640334,18.998720,29.834008
22557,0.000000,0.000000,4.831880,0.536494,18.998943,29.986113
22558,0.500000,0.500000,4.792229,0.446308,18.999167,30.138218
22559,1.400000,1.400000,4.743722,0.369012,18.999391,30.290323
22560,1.600000,1.600000,4.684635,0.303512,18.999615,30.442427
22561,1.650000,1.650000,4.613037,0.248539,18.999664,30.500777
22562,0.700000,0.700000,4.526826,0.202775,18.999714,30.559126
22563,0.200000,0.200000,4.423807,0.164932,18.999764,30.617475
22564,0.000000,0.000000,4.301818,0.133814,18.999814,30.675824
22565,0.000000,0.000000,4.158913,0.108343,18.999864,30.734173
22566,0.000000,0.000000,3.993600,0.026101,18.999914,30.792522
22567,0.000000,0.000000,3.805130,0.146561,18.999928,30.827101
22568,0.000000,0.000000,3.593794,0.740236,18.999943,30.861681
22569,0.000000,0.000000,3.361177,2.500000,18.999957,30.896261
22570,0.000000,0.000000,3.110314,4.259764,18.999971,30.930841
22571,0.000000,0.000000,2.845663,4.853439,18.999986,30.965420
22572,0.000000,0.000000,2.572871,4.995445,19.000000,31.000000
22573,0.000000,0.000000,2.298331,4.973899,19.000000,31.031250
22574,0.000000,0.000000,2.028601,4.853439,19.000000,31.062500
22575,0.000000,0.000000,1.769789,4.259764,19.000000,31.093750
22576,0.000000,0.000000,1.527029,2.915061,19.000000,31.125000
22577,0.000000,0.000000,1.304123,2.894892,19.000000,31.156250
22578,0.000000,0.000000,1.103418,2.870147,19.000000,31.187500
22579,0.000000,0.000000,0.925864,2.839898,19.000000,31.218750
22580,0.000000,0.000000,0.771225,2.803087,19.000000,31.250000
22581,0.000000,0.000000,0.638368,2.758531,19.000000,31.281250
22582,0.000000,0.000000,0.525553,2.704955,19.000000,31.312500
22583,0.000000,0.000000,0.430707,2.641039,19.000000,31.343750
22584,0.000000,0.000000,0.351632,2.565501,19.000000,31.375000
22585,0.000000,0.000000,0.286165,2.477213,19.000000,31.406250
22586,0.000000,0.000000,0.232278,2.375353,19.000000,31.437500
22587,0.000000,0.000000,0.188134,2.259579,19.000000,31.468750
22588,0.000000,0.000000,0.152111,2.130204,19.000000,31.500000
22589,0.000000,0.000000,0.000792,1.988345,19.000000,31.531250
22590,0.000000,0.000000,0.004555,1.835991,19.000000,31.562500
22591,0.450000,0.450000,0.026101,1.675972,19.000000,31.593750
22592,0.600000,0.600000,0.146561,1.511785,19.000000,31.625000
22593,0.450000,0.450000,0.740236,1.347316,19.000000,31.656250
22594,0.000000,0.000000,2.500000,1.186475,19.000000,31.687500
22595,0.000000,0.000000,4.259764,1.032835,19.000000,31.718750
22596,-0.700000,-0.700000,4.853439,0.889334,19.000000,31.750000
22597,5.000000,5.000000,4.973899,0.758088,19.000000,31.781250
22598,-1.500000,-1.500000,4.995445,0.640334,19.000000,31.812500
22599,0.000000,0.000000,4.864179,0.536494,19.000000,31.843750
22600,0.000000,0.000000,4.831880,0.446308,19.000000,31.875000
22601,0.500000,0.500000,4.792229,0.369012,19.000000,31.906250
22602,1.400000,1.400000,4.743722,0.303512,19.000000,31.937500
22603,1.600000,1.600000,4.684635,0.248539,18.974364,31.968750
22604,1.650000,1.650000,4.613037,0.202775,18.948728,32.000000
22605,0.700000,0.700000,4.526826,0.164932,18.923091,32.031250
22606,0.200000,0.200000,4.423807,0.133814,18.897455,32.062500
22607,0.000000,0.000000,4.301818,0.108343,18.871819,32.093750
22608,0.000000,0.000000,4.158913,0.026101,18.846183,32.125000
22609,0.000000,0.000000,3.993600,0.146561,18.761159,32.156250
22610,0.000000,0.000000,3.805130,0.740236,18.676134,32.187500
22611,0.000000,0.000000,3.593794,2.500000,18.591110,32.218750
22612,0.000000,0.000000,3.361177,4.259764,18.506086,32.250000
22613,0.000000,0.000000,3.110314,4.853439,18.421062,32.281250
22614,0.000000,0.000000,2.845663,4.995445,18.336038,32.312500
22615,0.000000,0.000000,2.572871,4.973899,18.021039,32.343750
22616,0.000000,0.000000,2.298331,4.853439,17.706039,32.375000
22617,0.000000,0.000000,2.028601,4.259764,17.391040,32.406250
22618,0.000000,0.000000,1.769789,2.915061,17.076041,32.437500
22619,0.000000,0.000000,1.527029,2.894892,16.761042,32.468750
22620,0.000000,0.000000,1.304123,2.870147,16.446043,32.500000
22621,0.000000,0.000000,1.103418,2.839898,15.705036,32.531250
22622,0.000000,0.000000,0.925864,2.803087,14.964028,32.562500
22623,0.000000,0.000000,0.771225,2.758531,14.223021,32.593750
22624,0.000000,0.000000,0.638368,2.704955,13.482014,32.625000
22625,0.000000,0.000000,0.525553,2.641039,12.741007,32.656250
22626,0.000000,0.000000,0.430707,2.565501,12.000000,32.687500
22627,0.000000,0.000000,0.351632,2.477213,11.258993,32.718750
22628,0.000000,0.000000,0.286165,2.375353,10.517986,32.750000
22629,0.000000,0.000000,0.232278,2.259579,9.776979,32.781250
22630,0.000000,0.000000,0.188134,2.130204,9.035972,32.812500
22631,0.000000,0.000000,0.152111,1.988345,8.294964,32.843750
22632,0.000000,0.000000,0.000792,1.835991,7.553957,32.875000
22633,0.000000,0.000000,0.004555,1.675972,7.238958,32.906250
22634,0.450000,0.450000,0.026101,1.511785,6.923959,32.937500
22635,0.600000,0.600000,0.146561,1.347316,6.608960,32.968750
22636,0.450000,0.450000,0.740236,1.186475,6.293961,33.000000
22637,0.000000,0.000000,2.500000,1.032835,5.978961,33.031250
22638,0.000000,0.000000,4.259764,0.889334,5.663962,33.062500
22639,-0.700000,-0.700000,4.853439,0.758088,5.578938,33.093750
22640,5.000000,5.000000,4.973899,0.640334,5.493914,33.125000
22641,-1.500000,-1.500000,4.995445,0.536494,5.408890,33.156250
22642,0.000000,0.000000,4.864179,0.446308,5.323866,33.187500
22643,0.000000,0.000000,4.831880,0.369012,5.238841,33.218750
22644,0.500000,0.500000,4.792229,0.303512,5.153817,33.250000
22645,1.400000,1.400000,4.743722,0.248539,5.133950,33.281250
22646,1.600000,1.600000,4.684635,0.202775,5.114084,33.312500
22647,1.650000,1.650000,4.613037,0.164932,5.094217,33.343750
22648,0.700000,0.700000,4.526826,0.133814,5.074350,33.375000
22649,0.200000,0.200000,4.423807,0.108343,5.054483,33.406250
22650,0.000000,0.000000,4.301818,0.026101,5.034617,33.437500
22651,0.000000,0.000000,4.158913,0.146561,5.030137,33.468750
22652,0.000000,0.000000,3.993600,0.740236,5.025657,33.500000
22653,0.000000,0.000000,3.805130,2.500000,5.021178,33.531250
22654,0.000000,0.000000,3.593794,4.259764,5.016698,33.562500
22655,0.000000,0.000000,3.361177,4.853439,5.012219,33.593750
22656,0.000000,0.000000,3.110314,4.995445,5.007739,33.625000
22657,0.000000,0.000000,2.845663,4.973899,5.006737,33.656250
22658,0.000000,0.000000,2.572871,4.853439,5.005735,33.687500
22659,0.000000,0.000000,2.298331,4.259764,5.004733,33.718750
22660,0.000000,0.000000,2.028601,2.915061,5.003731,33.750000
22661,0.000000,0.000000,1.769789,2.894892,5.002729,33.781250
22662,0.000000,0.000000,1.527029,2.870147,5.001728,33.812500
22663,0.000000,0.000000,1.304123,2.839898,5.001504,33.677647
22664,0.000000,0.000000,1.103418,2.803087,5.001280,33.542795
22665,0.000000,0.000000,0.925864,2.758531,5.001057,33.407942
22666,0.000000,0.000000,0.771225,2.704955,5.000833,33.273089
22667,0.000000,0.000000,0.638368,2.641039,5.000609,33.138237
22668,0.000000,0.000000,0.525553,2.565501,5.000385,33.003384
22669,0.000000,0.000000,0.430707,2.477213,5.000336,32.330553
22670,0.000000,0.000000,0.351632,2.375353,5.000286,31.657721
22671,0.000000,0.000000,0.286165,2.259579,5.000236,30.984890
22672,0.000000,0.000000,0.232278,2.130204,5.000186,30.312058
22673,0.000000,0.000000,0.188134,1.988345,5.000136,29.639227
22674,0.000000,0.000000,0.152111,1.835991,5.000086,28.966395
22675,0.000000,0.000000,0.000792,1.675972,5.000075,26.971996
22676,0.000000,0.000000,0.004555,1.511785,5.000064,24.977597
22677,0.450000,0.450000,0.026101,1.347316,5.000053,22.983198
22678,0.600000,0.600000,0.146561,1.186475,5.000041,20.988798
22679,0.450000,0.450000,0.740236,1.032835,5.000030,18.994399
22680,0.000000,0.000000,2.500000,0.889334,5.000019,17.000000
22681,0.000000,0.000000,4.259764,0.758088,5.000017,15.005601
22682,-0.700000,-0.700000,4.853439,0.640334,5.000014,13.011202
22683,5.000000,5.000000,4.973899,0.536494,5.000012,11.016802
22684,-1.500000,-1.500000,4.995445,0.446308,5.000009,9.022403
22685,0.000000,0.000000,4.864179,0.369012,5.000007,7.028004
22686,0.000000,0.000000,4.831880,0.303512,5.000004,5.033605
22687,0.500000,0.500000,4.792229,0.248539,5.000004,4.360773
22688,1.400000,1.400000,4.743722,0.202775,5.000003,3.687942
22689,1.600000,1.600000,4.684635,0.164932,5.000003,3.015110
22690,1.650000,1.650000,4.613037,0.133814,5.000002,2.342279
22691,0.700000,0.700000,4.526826,0.108343,5.000002,1.669447
22692,0.200000,0.200000,4.423807,0.026101,5.000001,0.996616
22693,0.000000,0.000000,4.301818,0.146561,5.000001,0.860094
22694,0.000000,0.000000,4.158913,0.740236,5.000001,0.723572
22695,0.000000,0.000000,3.993600,2.500000,5.000001,0.587050
22696,0.000000,0.000000,3.805130,4.259764,5.000000,0.450528
22697,0.000000,0.000000,3.593794,4.853439,5.000000,0.314006
22698,0.000000,0.000000,3.361177,4.995445,5.000000,0.177484
22699,0.000000,0.000000,3.110314,4.973899,5.000000,0.153066
22700,0.000000,0.000000,2.845663,4.853439,5.000000,0.128648
22701,0.000000,0.000000,2.572871,4.259764,5.000000,0.104230
22702,0.000000,0.000000,2.298331,2.915061,5.000000,0.079812
22703,0.000000,0.000000,2.028601,2.894892,5.000000,0.055394
22704,0.000000,0.000000,1.769789,2.870147,5.000000,0.030976
22705,0.000000,0.000000,1.527029,2.839898,5.000000,0.026711
22706,0.000000,0.000000,1.304123,2.803087,5.000000,0.022446
22707,0.000000,0.000000,1.103418,2.758531,5.000000,0.018181
22708,0.000000,0.000000,0.925864,2.704955,5.000000,0.013916
22709,0.000000,0.000000,0.771225,2.641039,5.000000,0.009652
22710,0.000000,0.000000,0.638368,2.565501,5.000000,0.005387
22711,0.000000,0.000000,0.525553,2.477213,5.000000,0.004645
22712,0.000000,0.000000,0.430707,2.375353,5.000000,0.003903
22713,0.000000,0.000000,0.351632,2.259579,5.000000,0.003162
22714,0.000000,0.000000,0.286165,2.130204,5.000000,0.002420
22715,0.000000,0.000000,0.232278,1.988345,5.000000,0.001678
22716,0.000000,0.000000,0.188134,1.835991,5.000000,0.000936
22717,0.000000,0.000000,0.152111,1.675972,5.000000,0.000807
22718,0.000000,0.000000,0.000792,1.511785,5.000000,0.000678
22719,0.000000,0.000000,0.004555,1.347316,5.000000,0.000549
22720,0.450000,0.450000,0.026101,1.186475,5.000000,0.000421
22721,0.600000,0.600000,0.146561,1.032835,5.000000,0.000292
22722,0.450000,0.450000,0.740236,0.889334,5.000000,0.000163
22723,0.000000,0.000000,2.500000,0.758088,5.000000,0.000140
22724,0.000000,0.000000,4.259764,0.640334,5.000000,0.000118
22725,-0.700000,-0.700000,4.853439,0.536494,5.000000,0.000095
22726,5.000000,5.000000,4.973899,0.446308,5.000000,0.000073
22727,-1.500000,-1.500000,4.995445,0.369012,5.000000,0.000051
22728,0.000000,0.000000,4.864179,0.303512,5.000000,0.000028
22729,0.000000,0.000000,4.831880,0.248539,5.000000,0.000024
22730,0.500000,0.500000,4.792229,0.202775,5.000000,0.000020
22731,1.400000,1.400000,4.743722,0.164932,5.000000,0.000017
22732,1.600000,1.600000,4.684635,0.133814,5.000000,0.000013
22733,1.650000,1.650000,4.613037,0.108343,5.000000,0.000009
22734,0.700000,0.700000,4.526826,0.026101,5.000000,0.000005
22735,0.200000,0.200000,4.423807,0.146561,5.000000,0.000004
22736,0.000000,0.000000,4.301818,0.740236,5.000000,0.000004
22737,0.000000,0.000000,4.158913,2.500000,5.000000,0.000003
22738,0.000000,0.000000,3.993600,4.259764,5.000000,0.000002
22739,0.000000,0.000000,3.805130,4.853439,5.000000,0.000002
22740,0.000000,0.000000,3.593794,4.995445,5.000000,0.000001
22741,0.000000,0.000000,3.361177,4.973899,5.000000,0.000001
22742,0.000000,0.000000,3.110314,4.853439,5.000000,0.000001
22743,0.000000,0.000000,2.845663,4.259764,5.000000,0.000001
22744,0.000000,0.000000,2.572871,2.915061,5.000000,0.000000
22745,0.000000,0.000000,2.298331,2.894892,5.000000,0.000000
22746,0.000000,0.000000,2.028601,2.870147,5.000000,0.000000
22747,0.000000,0.000000,1.769789,2.839898,5.000000,0.000000
22748,0.000000,0.000000,1.527029,2.803087,5.000000,0.000000
22749,0.000000,0.000000,1.304123,2.758531,5.000000,0.000000
22750,0.000000,0.000000,1.103418,2.704955,5.000000,0.000000
22751,0.000000,0.000000,0.925864,2.641039,5.000000,0.000000
22752,0.000000,0.000000,0.771225,2.565501,5.000000,0.000000
22753,0.000000,0.000000,0.638368,2.477213,5.000000,0.000000
22754,0.000000,0.000000,0.525553,2.375353,5.000000,0.000000
22755,0.000000,0.000000,0.430707,2.259579,5.000000,0.000000
22756,0.000000,0.000000,0.351632,2.130204,5.000000,0.000000
22757,0.000000,0.000000,0.286165,1.988345,5.000000,0.000000
22758,0.000000,0.000000,0.232278,1.835991,5.000000,0.000000
22759,0.000000,0.000000,0.188134,1.675972,5.000000,0.000000
22760,0.000000,0.000000,0.152111,1.511785,5.000000,0.000000
22761,0.000000,0.000000,0.000792,1.347316,5.000000,0.000000
22762,0.000000,0.000000,0.004555,1.186475,5.000000,0.000000
22763,0.450000,0.450000,0.026101,1.032835,5.000000,0.000000
22764,0.600000,0.600000,0.146561,0.889334,5.000000,0.000000
22765,0.450000,0.450000,0.740236,0.758088,5.000000,0.000000
22766,0.000000,0.000000,2.500000,0.640334,5.000000,0.000000
22767,0.000000,0.000000,4.259764,0.536494,5.000000,0.000000
22768,-0.700000,-0.700000,4.853439,0.446308,5.000000,0.000000
22769,5.000000,5.000000,4.973899,0.369012,5.000000,0.000000
22770,-1.500000,-1.500000,4.995445,0.303512,5.000000,0.000000
22771,0.000000,0.000000,4.864179,0.248539,5.000000,0.000000
22772,0.000000,0.000000,4.831880,0.202775,5.000000,0.000000
22773,0.500000,0.500000,4.792229,0.164932,5.000000,0.000000
22774,1.400000,1.400000,4.743722,0.133814,5.000000,0.000000
22775,1.600000,1.600000,4.684635,0.108343,5.000000,0.000000
22776,1.650000,1.650000,4.613037,0.026101,5.000000,0.000000
22777,0.700000,0.700000,4.526826,0.146561,5.000000,0.000000
22778,0.200000,0.200000,4.423807,0.740236,5.000000,0.000000
22779,0.000000,0.000000,4.301818,2.500000,5.000000,0.000000
22780,0.000000,0.000000,4.158913,4.259764,5.000000,0.000000
22781,0.000000,0.000000,3.993600,4.853439,5.000000,0.000000
22782,0.000000,0.000000,3.805130,4.995445,5.000000,0.000000
22783,0.000000,0.000000,3.593794,4.973899,5.000000,0.000000
22784,0.000000,0.000000,3.361177,4.853439,5.000000,0.000000
22785,0.000000,0.000000,3.110314,4.259764,5.000000,0.000000
22786,0.000000,0.000000,2.845663,2.915061,5.000000,0.000000
22787,0.000000,0.000000,2.572871,2.894892,5.000000,0.000000
22788,0.000000,0.000000,2.298331,2.870147,5.000000,0.000000
22789,0.000000,0.000000,2.028601,2.839898,5.000000,0.000000
22790,0.000000,0.000000,1.769789,2.803087,5.000000,0.000000
22791,0.000000,0.000000,1.527029,2.758531,5.000000,0.000000
22792,0.000000,0.000000,1.304123,2.704955,5.000000,0.000000
22793,0.000000,0.000000,1.103418,2.641039,5.000000,0.000000
22794,0.000000,0.000000,0.925864,2.565501,5.000000,0.000000
22795,0.000000,0.000000,0.771225,2.477213,5.025636,0.012775
22796,0.000000,0.000000,0.638368,2.375353,5.051272,0.025550
22797,0.000000,0.000000,0.525553,2.259579,5.076909,0.038326
22798,0.000000,0.000000,0.430707,2.130204,5.102545,0.051101
22799,0.000000,0.000000,0.351632,1.988345,5.128181,0.063876
22800,0.000000,0.000000,0.286165,1.835991,5.153817,0.076651
22801,0.000000,0.000000,0.232278,1.675972,5.238841,0.098456
22802,0.000000,0.000000,0.188134,1.511785,5.323866,0.120260
22803,0.000000,0.000000,0.152111,1.347316,5.408890,0.142065
22804,0.000000,0.000000,0.000792,1.186475,5.493914,0.163869
22805,0.000000,0.000000,0.004555,1.032835,5.578938,0.185674
22806,0.450000,0.450000,0.026101,0.889334,5.663962,0.207478
22807,0.600000,0.600000,0.146561,0.758088,5.978961,0.265827
22808,0.450000,0.450000,0.740236,0.640334,6.293961,0.324176
22809,0.000000,0.000000,2.500000,0.536494,6.608960,0.382525
22810,0.000000,0.000000,4.259764,0.446308,6.923959,0.440874
22811,-0.700000,-0.700000,4.853439,0.369012,7.238958,0.499223
22812,5.000000,5.000000,4.973899,0.303512,7.553957,0.557573
22813,-1.500000,-1.500000,4.995445,0.248539,8.294964,0.709677
22814,0.000000,0.000000,4.864179,0.202775,9.035972,0.861782
22815,0.000000,0.000000,4.831880,0.164932,9.776979,1.013887
22816,0.500000,0.500000,4.792229,0.133814,10.517986,1.165992
22817,1.400000,1.400000,4.743722,0.108343,11.258993,1.318097
22818,1.600000,1.600000,4.684635,0.026101,12.000000,1.470202
22819,1.650000,1.650000,4.613037,0.146561,12.741007,1.841050
22820,0.700000,0.700000,4.526826,0.740236,13.482014,2.211898
22821,0.200000,0.200000,4.423807,2.500000,14.223021,2.582746
22822,0.000000,0.000000,4.301818,4.259764,14.964028,2.953594
22823,0.000000,0.000000,4.158913,4.853439,15.705036,3.324442
22824,0.000000,0.000000,3.993600,4.995445,16.446043,3.695291
22825,0.000000,0.000000,3.805130,4.973899,16.761042,4.468939
22826,0.000000,0.000000,3.593794,4.853439,17.076041,5.242588
22827,0.000000,0.000000,3.361177,4.259764,17.391040,6.016237
22828,0.000000,0.000000,3.110314,2.915061,17.706039,6.789886
22829,0.000000,0.000000,2.845663,2.894892,18.021039,7.563535
22830,0.000000,0.000000,2.572871,2.870147,18.336038,8.337184
22831,0.000000,0.000000,2.298331,2.839898,18.421062,9.530987
22832,0.000000,0.000000,2.028601,2.803087,18.506086,10.724789
22833,0.000000,0.000000,1.769789,2.758531,18.591110,11.918592
22834,0.000000,0.000000,1.527029,2.704955,18.676134,13.112395
22835,0.000000,0.000000,1.304123,2.641039,18.761159,14.306197
22836,0.000000,0.000000,1.103418,2.565501,18.846183,15.500000
22837,0.000000,0.000000,0.925864,2.477213,18.866050,16.693803
22838,0.000000,0.000000,0.771225,2.375353,18.885916,17.887605
22839,0.000000,0.000000,0.638368,2.259579,18.905783,19.081408
22840,0.000000,0.000000,0.525553,2.130204,18.925650,20.275211
22841,0.000000,0.000000,0.430707,1.988345,18.945517,21.469013
22842,0.000000,0.000000,0.351632,1.835991,18.965383,22.662816
22843,0.000000,0.000000,0.286165,1.675972,18.969863,23.436465
22844,0.000000,0.000000,0.232278,1.511785,18.974343,24.210114
22845,0.000000,0.000000,0.188134,1.347316,18.978822,24.983763
22846,0.000000,0.000000,0.152111,1.186475,18.983302,25.757412
22847,0.000000,0.000000,0.000792,1.032835,18.987781,26.531061
22848,0.000000,0.000000,0.004555,0.889334,18.992261,27.304709
22849,0.450000,0.450000,0.026101,0.758088,18.993263,27.675558
22850,0.600000,0.600000,0.146561,0.640334,18.994265,28.046406
22851,0.450000,0.450000,0.740236,0.536494,18.995267,28.417254
22852,0.000000,0.000000,2.500000,0.446308,18.996269,28.788102
22853,0.000000,0.000000,4.259764,0.369012,18.997271,29.158950
22854,-0.700000,-0.700000,4.853439,0.303512,18.998272,29.529798
22855,5.000000,5.000000,4.973899,0.248539,18.998496,29.681903
22856,-1.500000,-1.500000,4.995445,0.202775,18.998720,29.834008
22857,0.000000,0.000000,4.864179,0.164932,18.998943,29.986113
22858,0.000000,0.000000,4.831880,0.133814,18.999167,30.138218
22859,0.500000,0.500000,4.792229,0.108343,18.999391,30.290323
22860,1.400000,1.400000,4.743722,0.026101,18.999615,30.442427
22861,1.600000,1.600000,4.684635,0.146561,18.999664,30.500777
22862,1.650000,1.650000,4.613037,0.740236,18.999714,30.559126
22863,0.700000,0.700000,4.526826,2.500000,18.999764,30.617475
22864,0.200000,0.200000,4.423807,4.259764,18.999814,30.675824
22865,0.000000,0.000000,4.301818,4.853439,18.999864,30.734173
22866,0.000000,0.000000,4.158913,4.995445,18.999914,30.792522
22867,0.000000,0.000000,3.993600,4.973899,18.999928,30.827101
22868,0.000000,0.000000,3.805130,4.853439,18.999943,30.861681
22869,0.000000,0.000000,3.593794,4.259764,18.999957,30.896261
22870,0.000000,0.000000,3.361177,2.915061,18.999971,30.930841
22871,0.000000,0.000000,3.110314,2.894892,18.999986,30.965420
22872,0.000000,0.000000,2.845663,2.870147,19.000000,31.000000
22873,0.000000,0.000000,2.572871,2.839898,19.000000,31.031250
22874,0.000000,0.000000,2.298331,2.803087,19.000000,31.062500
22875,0.000000,0.000000,2.028601,2.758531,19.000000,31.093750
22876,0.000000,0.000000,1.769789,2.704955,19.000000,31.125000
22877,0.000000,0.000000,1.527029,2.641039,19.000000,31.156250
22878,0.000000,0.000000,1.304123,2.565501,19.000000,31.187500
22879,0.000000,0.000000,1.103418,2.477213,19.000000,31.218750
22880,0.000000,0.000000,0.925864,2.375353,19.000000,31.250000
22881,0.000000,0.000000,0.771225,2.259579,19.000000,31.281250
22882,0.000000,0.000000,0.638368,2.130204,19.000000,31.312500
22883,0.000000,0.000000,0.525553,1.988345,19.000000,31.343750
22884,0.000000,0.000000,0.430707,1.835991,19.000000,31.375000
22885,0.000000,0.000000,0.351632,1.675972,19.000000,31.406250
22886,0.000000,0.000000,0.286165,1.511785,19.000000,31.437500
22887,0.000000,0.000000,0.232278,1.347316,19.000000,31.468750
22888,0.000000,0.000000,0.188134,1.186475,19.000000,31.500000
22889,0.000000,0.000000,0.152111,1.032835,19.000000,31.531250
22890,0.000000,0.000000,0.000792,0.889334,19.000000,31.562500
22891,0.000000,0.000000,0.004555,0.758088,19.000000,31.593750
22892,0.450000,0.450000,0.026101,0.640334,19.000000,31.625000
22893,0.600000,0.600000,0.146561,0.536494,19.000000,31.656250
22894,0.450000,0.450000,0.740236,0.446308,19.000000,31.687500
22895,0.000000,0.000000,2.500000,0.369012,19.000000,31.718750
22896,0.000000,0.000000,4.259764,0.303512,19.000000,31.750000
22897,-0.700000,-0.700000,4.853439,0.248539,19.000000,31.781250
22898,5.000000,5.000000,4.973899,0.202775,19.000000,31.812500
22899,-1.500000,-1.500000,4.995445,0.164932,19.000000,31.843750
22900,0.000000,0.000000,4.864179,0.133814,19.000000,31.875000
22901,0.000000,0.000000,4.831880,0.108343,19.000000,31.906250
22902,0.500000,0.500000,4.792229,0.026101,19.000000,31.937500
22903,1.400000,1.400000,4.743722,0.146561,18.974364,31.968750
22904,1.600000,1.600000,4.684635,0.740236,18.948728,32.000000
22905,1.650000,1.650000,4.613037,2.500000,18.923091,32.031250
22906,0.700000,0.700000,4.526826,4.259764,18.897455,32.062500
22907,0.200000,0.200000,4.423807,4.853439,18.871819,32.093750
22908,0.000000,0.000000,4.301818,4.995445,18.846183,32.125000
22909,0.000000,0.000000,4.158913,4.973899,18.761159,32.156250
22910,0.000000,0.000000,3.993600,4.853439,18.676134,32.187500
22911,0.000000,0.000000,3.805130,4.259764,18.591110,32.218750
22912,0.000000,0.000000,3.593794,2.915061,18.506086,32.250000
22913,0.000000,0.000000,3.361177,2.894892,18.421062,32.281250
22914,0.000000,0.000000,3.110314,2.870147,18.336038,32.312500
22915,0.000000,0.000000,2.845663,2.839898,18.021039,32.343750
22916,0.000000,0.000000,2.572871,2.803087,17.706039,32.375000
22917,0.000000,0.000000,2.298331,2.758531,17.391040,32.406250
22918,0.000000,0.000000,2.028601,2.704955,17.076041,32.437500
22919,0.000000,0.000000,1.769789,2.641039,16.761042,32.468750
22920,0.000000,0.000000,1.527029,2.565501,16.446043,32.500000
22921,0.000000,0.000000,1.304123,2.477213,15.705036,32.531250
22922,0.000000,0.000000,1.103418,2.375353,14.964028,32.562500
22923,0.000000,0.000000,0.925864,2.259579,14.223021,32.593750
22924,0.000000,0.000000,0.771225,2.130204,13.482014,32.625000
22925,0.000000,0.000000,0.638368,1.988345,12.741007,32.656250
22926,0.000000,0.000000,0.525553,1.835991,12.000000,32.687500
22927,0.000000,0.000000,0.430707,1.675972,11.258993,32.718750
22928,0.000000,0.000000,0.351632,1.511785,10.517986,32.750000
22929,0.000000,0.000000,0.286165,1.347316,9.776979,32.781250
22930,0.000000,0.000000,0.232278,1.186475,9.035972,32.812500
22931,0.000000,0.000000,0.188134,1.032835,8.294964,32.843750
22932,0.000000,0.000000,0.152111,0.889334,7.553957,32.875000
22933,0.000000,0.000000,0.000792,0.758088,7.238958,32.906250
22934,0.000000,0.000000,0.004555,0.640334,6.923959,32.937500
22935,0.450000,0.450000,0.026101,0.536494,6.608960,32.968750
22936,0.600000,0.600000,0.146561,0.446308,6.293961,33.000000
22937,0.450000,0.450000,0.740236,0.369012,5.978961,33.031250
22938,0.000000,0.000000,2.500000,0.303512,5.663962,33.062500
22939,0.000000,0.000000,4.259764,0.248539,5.578938,33.093750
22940,-0.700000,-0.700000,4.853439,0.202775,5.493914,33.125000
22941,5.000000,5.000000,4.973899,0.164932,5.408890,33.156250
22942,-1.500000,-1.500000,4.995445,0.133814,5.323866,33.187500
22943,0.000000,0.000000,4.864179,0.108343,5.238841,33.218750
22944,0.000000,0.000000,4.831880,0.026101,5.153817,33.250000
