date,II,V5,SpO2,Art,BP,ETCO2,QRS,ST,QT,PR,SystBP,DiasBP,MAP
33945,0,0,0.242137,1.901358,19.977309,26.595618,0.09,0.103,0.35,0.19,97,69,78.333333
33946,0,0,0.196196,1.744178,19.982109,27.41918,0.09,0.103,0.35,0.19,97,69,78.333333
33947,0,0,0.158681,1.58129,19.986909,28.242742,0.09,0.103,0.35,0.19,97,69,78.333333
33948,0,0,0.000792,1.416456,19.991708,29.066304,0.09,0.103,0.35,0.19,97,69,78.333333
33949,0,0,0.004555,1.253622,19.992782,29.461077,0.09,0.103,0.35,0.19,97,69,78.333333
33950,0.45,0.45,0.026101,1.096545,19.993855,29.855851,0.09,0.103,0.35,0.19,97,69,78.333333
33951,0.6,0.6,0.146561,0.94846,19.994929,30.250625,0.09,0.103,0.35,0.19,97,69,78.333333
33952,0.45,0.45,0.740236,0.811844,19.996002,30.645399,0.09,0.103,0.35,0.19,97,69,78.333333
33953,0,0,2.5,0.688304,19.997076,31.040172,0.09,0.103,0.35,0.19,97,69,78.333333
33954,0,0,4.259764,0.578592,19.998149,31.434946,0.09,0.103,0.35,0.19,97,69,78.333333
33955,-0.7,-0.7,4.853439,0.482716,19.998389,31.596864,0.09,0.103,0.35,0.19,97,69,78.333333
33956,5,5,4.973899,0.400102,19.998628,31.758782,0.09,0.103,0.35,0.19,97,69,78.333333
33957,-1.5,-1.5,4.995445,0.329775,19.998868,31.920701,0.09,0.103,0.35,0.19,97,69,78.333333
33958,0,0,4.869827,0.270523,19.999108,32.082619,0.09,0.103,0.35,0.19,97,69,78.333333
33959,0,0,4.838827,0.221036,19.999347,32.244537,0.09,0.103,0.35,0.19,97,69,78.333333
33960,0.5,0.5,4.800747,0.180005,19.999587,32.406455,0.13,0.138,0.4,0.13,109,77,87.666667
33961,1.4,1.4,4.754127,0.146189,19.99964,32.468569,0.13,0.138,0.4,0.13,109,77,87.666667
33962,1.6,1.6,4.697286,0.11846,19.999694,32.530682,0.13,0.138,0.4,0.13,109,77,87.666667
33963,1.65,1.65,4.628332,0.095813,19.999747,32.592795,0.13,0.138,0.4,0.13,109,77,87.666667
33964,0.7,0.7,4.545193,0.07738,19.999801,32.654909,0.13,0.138,0.4,0.13,109,77,87.666667
33965,0.2,0.2,4.445683,0.062417,19.999854,32.717022,0.13,0.138,0.4,0.13,109,77,87.666667
33966,0,0,4.327621,0.050297,19.999908,32.779136,0.13,0.138,0.4,0.13,109,77,87.666667
33967,0,0,4.189001,0.040499,19.999923,32.815947,0.13,0.138,0.4,0.13,109,77,87.666667
33968,0,0,4.028221,0.026101,19.999939,32.852757,0.13,0.138,0.4,0.13,109,77,87.666667
33969,0,0,3.844359,0.146561,19.999954,32.889568,0.13,0.138,0.4,0.13,109,77,87.666667
33970,0,0,3.637476,0.740236,19.999969,32.926379,0.13,0.138,0.4,0.13,109,77,87.666667
33971,0,0,3.408886,2.5,19.999985,32.963189,0.13,0.138,0.4,0.13,109,77,87.666667
33972,0,0,3.161331,4.259764,20,33,0.13,0.138,0.4,0.13,109,77,87.666667
33973,0,0,2.898999,4.853439,20,33.03125,0.13,0.138,0.4,0.13,109,77,87.666667
33974,0,0,2.627329,4.995445,20,33.0625,0.13,0.138,0.4,0.13,109,77,87.666667
33975,0,0,2.35261,4.973899,20,33.09375,0.13,0.138,0.4,0.13,109,77,87.666667
33976,0,0,2.081418,4.853439,20,33.125,0.13,0.138,0.4,0.13,109,77,87.666667
33977,0,0,1.819995,4.259764,20,33.15625,0.13,0.138,0.4,0.13,109,77,87.666667
33978,0,0,1.573703,2.949553,20,33.1875,0.13,0.138,0.4,0.13,109,77,87.666667
33979,0,0,1.346626,2.937399,20,33.21875,0.13,0.138,0.4,0.13,109,77,87.666667
33980,0,0,1.1414,2.922392,20,33.25,0.13,0.138,0.4,0.13,109,77,87.666667
33981,0,0,0.959238,2.903907,20,33.28125,0.13,0.138,0.4,0.13,109,77,87.666667
33982,0,0,0.80012,2.881197,20,33.3125,0.13,0.138,0.4,0.13,109,77,87.666667
33983,0,0,0.663066,2.853391,20,33.34375,0.13,0.138,0.4,0.13,109,77,87.666667
33984,0,0,0.546433,2.819485,20,33.375,0.13,0.138,0.4,0.13,109,77,87.666667
33985,0,0,0.448196,2.778346,20,33.40625,0.13,0.138,0.4,0.13,109,77,87.666667
33986,0,0,0.366167,2.728734,20,33.4375,0.13,0.138,0.4,0.13,109,77,87.666667
33987,0,0,0.298168,2.669339,20,33.46875,0.13,0.138,0.4,0.13,109,77,87.666667
33988,0,0,0.242137,2.598851,20,33.5,0.13,0.138,0.4,0.13,109,77,87.666667
33989,0,0,0.196196,2.516062,20,33.53125,0.13,0.138,0.4,0.13,109,77,87.666667
33990,0,0,0.158681,2.419999,20,33.5625,0.13,0.138,0.4,0.13,109,77,87.666667
33991,0,0,0.000792,2.310097,20,33.59375,0.13,0.138,0.4,0.13,109,77,87.666667
33992,0,0,0.004555,2.186371,20,33.625,0.13,0.138,0.4,0.13,109,77,87.666667
33993,0.45,0.45,0.026101,2.049585,20,33.65625,0.13,0.138,0.4,0.13,109,77,87.666667
33994,0.6,0.6,0.146561,1.901358,20,33.6875,0.13,0.138,0.4,0.13,109,77,87.666667
33995,0.45,0.45,0.740236,1.744178,20,33.71875,0.13,0.138,0.4,0.13,109,77,87.666667
33996,0,0,2.5,1.58129,20,33.75,0.13,0.138,0.4,0.13,109,77,87.666667
33997,0,0,4.259764,1.416456,20,33.78125,0.13,0.138,0.4,0.13,109,77,87.666667
33998,-0.7,-0.7,4.853439,1.253622,20,33.8125,0.13,0.138,0.4,0.13,109,77,87.666667
33999,5,5,4.973899,1.096545,20,33.84375,0.13,0.138,0.4,0.13,109,77,87.666667
34000,-1.5,-1.5,4.995445,0.94846,20,33.875,0.13,0.138,0.4,0.13,109,77,87.666667
34001,0,0,4.869827,0.811844,20,33.90625,0.13,0.138,0.4,0.13,109,77,87.666667
34002,0,0,4.838827,0.688304,20,33.9375,0.13,0.138,0.4,0.13,109,77,87.666667
34003,0.5,0.5,4.800747,0.578592,19.972533,33.96875,0.13,0.138,0.4,0.13,109,77,87.666667
34004,1.4,1.4,4.754127,0.482716,19.945065,34,0.13,0.138,0.4,0.13,109,77,87.666667
34005,1.6,1.6,4.697286,0.400102,19.917598,34.03125,0.13,0.138,0.4,0.13,109,77,87.666667
34006,1.65,1.65,4.628332,0.329775,19.890131,34.0625,0.13,0.138,0.4,0.13,109,77,87.666667
34007,0.7,0.7,4.545193,0.270523,19.862663,34.09375,0.13,0.138,0.4,0.13,109,77,87.666667
34008,0.2,0.2,4.445683,0.221036,19.835196,34.125,0.13,0.138,0.4,0.13,109,77,87.666667
34009,0,0,4.327621,0.180005,19.744099,34.15625,0.13,0.138,0.4,0.13,109,77,87.666667
34010,0,0,4.189001,0.146189,19.653001,34.1875,0.13,0.138,0.4,0.13,109,77,87.666667
34011,0,0,4.028221,0.11846,19.561904,34.21875,0.13,0.138,0.4,0.13,109,77,87.666667
34012,0,0,3.844359,0.095813,19.470807,34.25,0.13,0.138,0.4,0.13,109,77,87.666667
34013,0,0,3.637476,0.07738,19.379709,34.28125,0.13,0.138,0.4,0.13,109,77,87.666667
34014,0,0,3.408886,0.062417,19.288612,34.3125,0.13,0.138,0.4,0.13,109,77,87.666667
34015,0,0,3.161331,0.050297,18.951113,34.34375,0.13,0.138,0.4,0.13,109,77,87.666667
34016,0,0,2.898999,0.040499,18.613614,34.375,0.13,0.138,0.4,0.13,109,77,87.666667
34017,0,0,2.627329,0.026101,18.276115,34.40625,0.13,0.138,0.4,0.13,109,77,87.666667
34018,0,0,2.35261,0.146561,17.938615,34.4375,0.13,0.138,0.4,0.13,109,77,87.666667
34019,0,0,2.081418,0.740236,17.601116,34.46875,0.13,0.138,0.4,0.13,109,77,87.666667
34020,0,0,1.819995,2.5,17.263617,34.5,0.08,0.098,0.38,0.17,100,62,74.666667
34021,0,0,1.573703,4.259764,16.469681,34.53125,0.08,0.098,0.38,0.17,100,62,74.666667
34022,0,0,1.346626,4.853439,15.675745,34.5625,0.08,0.098,0.38,0.17,100,62,74.666667
34023,0,0,1.1414,4.995445,14.881809,34.59375,0.08,0.098,0.38,0.17,100,62,74.666667
34024,0,0,0.959238,4.973899,14.087872,34.625,0.08,0.098,0.38,0.17,100,62,74.666667
34025,0,0,0.80012,4.853439,13.293936,34.65625,0.08,0.098,0.38,0.17,100,62,74.666667
34026,0,0,0.663066,4.259764,12.5,34.6875,0.08,0.098,0.38,0.17,100,62,74.666667
34027,0,0,0.546433,2.949553,11.706064,34.71875,0.08,0.098,0.38,0.17,100,62,74.666667
34028,0,0,0.448196,2.937399,10.912128,34.75,0.08,0.098,0.38,0.17,100,62,74.666667
34029,0,0,0.366167,2.922392,10.118191,34.78125,0.08,0.098,0.38,0.17,100,62,74.666667
34030,0,0,0.298168,2.903907,9.324255,34.8125,0.08,0.098,0.38,0.17,100,62,74.666667
34031,0,0,0.242137,2.881197,8.530319,34.84375,0.08,0.098,0.38,0.17,100,62,74.666667
34032,0,0,0.196196,2.853391,7.736383,34.875,0.08,0.098,0.38,0.17,100,62,74.666667
34033,0,0,0.158681,2.819485,7.398884,34.90625,0.08,0.098,0.38,0.17,100,62,74.666667
34034,0,0,0.000792,2.778346,7.061385,34.9375,0.08,0.098,0.38,0.17,100,62,74.666667
34035,0,0,0.004555,2.728734,6.723885,34.96875,0.08,0.098,0.38,0.17,100,62,74.666667
34036,0.45,0.45,0.026101,2.669339,6.386386,35,0.08,0.098,0.38,0.17,100,62,74.666667
34037,0.6,0.6,0.146561,2.598851,6.048887,35.03125,0.08,0.098,0.38,0.17,100,62,74.666667
34038,0.45,0.45,0.740236,2.516062,5.711388,35.0625,0.08,0.098,0.38,0.17,100,62,74.666667
34039,0,0,2.5,2.419999,5.620291,35.09375,0.08,0.098,0.38,0.17,100,62,74.666667
34040,0,0,4.259764,2.310097,5.529193,35.125,0.08,0.098,0.38,0.17,100,62,74.666667
34041,-0.7,-0.7,4.853439,2.186371,5.438096,35.15625,0.08,0.098,0.38,0.17,100,62,74.666667
34042,5,5,4.973899,2.049585,5.346999,35.1875,0.08,0.098,0.38,0.17,100,62,74.666667
34043,-1.5,-1.5,4.995445,1.901358,5.255901,35.21875,0.08,0.098,0.38,0.17,100,62,74.666667
34044,0,0,4.869827,1.744178,5.164804,35.25,0.08,0.098,0.38,0.17,100,62,74.666667
34045,0,0,4.838827,1.58129,5.143518,35.28125,0.08,0.098,0.38,0.17,100,62,74.666667
34046,0.5,0.5,4.800747,1.416456,5.122233,35.3125,0.08,0.098,0.38,0.17,100,62,74.666667
34047,1.4,1.4,4.754127,1.253622,5.100947,35.34375,0.08,0.098,0.38,0.17,100,62,74.666667
34048,1.6,1.6,4.697286,1.096545,5.079661,35.375,0.08,0.098,0.38,0.17,100,62,74.666667
34049,1.65,1.65,4.628332,0.94846,5.058375,35.40625,0.08,0.098,0.38,0.17,100,62,74.666667
34050,0.7,0.7,4.545193,0.811844,5.037089,35.4375,0.08,0.098,0.38,0.17,100,62,74.666667
34051,0.2,0.2,4.445683,0.688304,5.03229,35.46875,0.08,0.098,0.38,0.17,100,62,74.666667
34052,0,0,4.327621,0.578592,5.02749,35.5,0.08,0.098,0.38,0.17,100,62,74.666667
34053,0,0,4.189001,0.482716,5.022691,35.53125,0.08,0.098,0.38,0.17,100,62,74.666667
34054,0,0,4.028221,0.400102,5.017891,35.5625,0.08,0.098,0.38,0.17,100,62,74.666667
34055,0,0,3.844359,0.329775,5.013091,35.59375,0.08,0.098,0.38,0.17,100,62,74.666667
34056,0,0,3.637476,0.270523,5.008292,35.625,0.08,0.098,0.38,0.17,100,62,74.666667
34057,0,0,3.408886,0.221036,5.007218,35.65625,0.08,0.098,0.38,0.17,100,62,74.666667
34058,0,0,3.161331,0.180005,5.006145,35.6875,0.08,0.098,0.38,0.17,100,62,74.666667
34059,0,0,2.898999,0.146189,5.005071,35.71875,0.08,0.098,0.38,0.17,100,62,74.666667
34060,0,0,2.627329,0.11846,5.003998,35.75,0.08,0.098,0.38,0.17,100,62,74.666667
34061,0,0,2.35261,0.095813,5.002924,35.78125,0.08,0.098,0.38,0.17,100,62,74.666667
34062,0,0,2.081418,0.07738,5.001851,35.8125,0.08,0.098,0.38,0.17,100,62,74.666667
34063,0,0,1.819995,0.062417,5.001611,35.667877,0.08,0.098,0.38,0.17,100,62,74.666667
34064,0,0,1.573703,0.050297,5.001372,35.523253,0.08,0.098,0.38,0.17,100,62,74.666667
34065,0,0,1.346626,0.040499,5.001132,35.37863,0.08,0.098,0.38,0.17,100,62,74.666667
34066,0,0,1.1414,0.026101,5.000892,35.234006,0.08,0.098,0.38,0.17,100,62,74.666667
34067,0,0,0.959238,0.146561,5.000653,35.089383,0.08,0.098,0.38,0.17,100,62,74.666667
34068,0,0,0.80012,0.740236,5.000413,34.94476,0.08,0.098,0.38,0.17,100,62,74.666667
34069,0,0,0.663066,2.5,5.00036,34.23235,0.08,0.098,0.38,0.17,100,62,74.666667
34070,0,0,0.546433,4.259764,5.000306,33.51994,0.08,0.098,0.38,0.17,100,62,74.666667
34071,0,0,0.448196,4.853439,5.000253,32.80753,0.08,0.098,0.38,0.17,100,62,74.666667
34072,0,0,0.366167,4.995445,5.000199,32.09512,0.08,0.098,0.38,0.17,100,62,74.666667
34073,0,0,0.298168,4.973899,5.000146,31.382711,0.08,0.098,0.38,0.17,100,62,74.666667
34074,0,0,0.242137,4.853439,5.000092,30.670301,0.08,0.098,0.38,0.17,100,62,74.666667
34075,0,0,0.196196,4.259764,5.00008,28.558584,0.08,0.098,0.38,0.17,100,62,74.666667
34076,0,0,0.158681,2.949553,5.000068,26.446867,0.08,0.098,0.38,0.17,100,62,74.666667
34077,0,0,0.000792,2.937399,5.000056,24.33515,0.08,0.098,0.38,0.17,100,62,74.666667
34078,0,0,0.004555,2.922392,5.000044,22.223434,0.08,0.098,0.38,0.17,100,62,74.666667
34079,0.45,0.45,0.026101,2.903907,5.000032,20.111717,0.08,0.098,0.38,0.17,100,62,74.666667
34080,0.6,0.6,0.146561,2.881197,5.000021,18,0.13,0.042,0.37,0.19,108,69,82
34081,0.45,0.45,0.740236,2.853391,5.000018,15.888283,0.13,0.042,0.37,0.19,108,69,82
34082,0,0,2.5,2.819485,5.000015,13.776566,0.13,0.042,0.37,0.19,108,69,82
34083,0,0,4.259764,2.778346,5.000013,11.66485,0.13,0.042,0.37,0.19,108,69,82
34084,-0.7,-0.7,4.853439,2.728734,5.00001,9.553133,0.13,0.042,0.37,0.19,108,69,82
34085,5,5,4.973899,2.669339,5.000007,7.441416,0.13,0.042,0.37,0.19,108,69,82
34086,-1.5,-1.5,4.995445,2.598851,5.000005,5.329699,0.13,0.042,0.37,0.19,108,69,82
34087,0,0,4.869827,2.516062,5.000004,4.617289,0.13,0.042,0.37,0.19,108,69,82
34088,0,0,4.838827,2.419999,5.000003,3.90488,0.13,0.042,0.37,0.19,108,69,82
34089,0.5,0.5,4.800747,2.310097,5.000003,3.19247,0.13,0.042,0.37,0.19,108,69,82
34090,1.4,1.4,4.754127,2.186371,5.000002,2.48006,0.13,0.042,0.37,0.19,108,69,82
34091,1.6,1.6,4.697286,2.049585,5.000002,1.76765,0.13,0.042,0.37,0.19,108,69,82
34092,1.65,1.65,4.628332,1.901358,5.000001,1.05524,0.13,0.042,0.37,0.19,108,69,82
34093,0.7,0.7,4.545193,1.744178,5.000001,0.910688,0.13,0.042,0.37,0.19,108,69,82
34094,0.2,0.2,4.445683,1.58129,5.000001,0.766135,0.13,0.042,0.37,0.19,108,69,82
34095,0,0,4.327621,1.416456,5.000001,0.621582,0.13,0.042,0.37,0.19,108,69,82
34096,0,0,4.189001,1.253622,5,0.47703,0.13,0.042,0.37,0.19,108,69,82
34097,0,0,4.028221,1.096545,5,0.332477,0.13,0.042,0.37,0.19,108,69,82
34098,0,0,3.844359,0.94846,5,0.187925,0.13,0.042,0.37,0.19,108,69,82
34099,0,0,3.637476,0.811844,5,0.16207,0.13,0.042,0.37,0.19,108,69,82
34100,0,0,3.408886,0.688304,5,0.136216,0.13,0.042,0.37,0.19,108,69,82
34101,0,0,3.161331,0.578592,5,0.110361,0.13,0.042,0.37,0.19,108,69,82
34102,0,0,2.898999,0.482716,5,0.084507,0.13,0.042,0.37,0.19,108,69,82
34103,0,0,2.627329,0.400102,5,0.058652,0.13,0.042,0.37,0.19,108,69,82
34104,0,0,2.35261,0.329775,5,0.032798,0.13,0.042,0.37,0.19,108,69,82
34105,0,0,2.081418,0.270523,5,0.028282,0.13,0.042,0.37,0.19,108,69,82
34106,0,0,1.819995,0.221036,5,0.023766,0.13,0.042,0.37,0.19,108,69,82
34107,0,0,1.573703,0.180005,5,0.019251,0.13,0.042,0.37,0.19,108,69,82
34108,0,0,1.346626,0.146189,5,0.014735,0.13,0.042,0.37,0.19,108,69,82
34109,0,0,1.1414,0.11846,5,0.010219,0.13,0.042,0.37,0.19,108,69,82
34110,0,0,0.959238,0.095813,5,0.005704,0.13,0.042,0.37,0.19,108,69,82
34111,0,0,0.80012,0.07738,5,0.004918,0.13,0.042,0.37,0.19,108,69,82
34112,0,0,0.663066,0.062417,5,0.004133,0.13,0.042,0.37,0.19,108,69,82
34113,0,0,0.546433,0.050297,5,0.003347,0.13,0.042,0.37,0.19,108,69,82
34114,0,0,0.448196,0.040499,5,0.002562,0.13,0.042,0.37,0.19,108,69,82
34115,0,0,0.366167,0.026101,5,0.001777,0.13,0.042,0.37,0.19,108,69,82
34116,0,0,0.298168,0.146561,5,0.000991,0.13,0.042,0.37,0.19,108,69,82
34117,0,0,0.242137,0.740236,5,0.000855,0.13,0.042,0.37,0.19,108,69,82
34118,0,0,0.196196,2.5,5,0.000718,0.13,0.042,0.37,0.19,108,69,82
34119,0,0,0.158681,4.259764,5,0.000582,0.13,0.042,0.37,0.19,108,69,82
34120,0,0,0.000792,4.853439,5,0.000445,0.13,0.042,0.37,0.19,108,69,82
34121,0,0,0.004555,4.995445,5,0.000309,0.13,0.042,0.37,0.19,108,69,82
34122,0.45,0.45,0.026101,4.973899,5,0.000172,0.13,0.042,0.37,0.19,108,69,82
34123,0.6,0.6,0.146561,4.853439,5,0.000149,0.13,0.042,0.37,0.19,108,69,82
34124,0.45,0.45,0.740236,4.259764,5,0.000125,0.13,0.042,0.37,0.19,108,69,82
34125,0,0,2.5,2.949553,5,0.000101,0.13,0.042,0.37,0.19,108,69,82
34126,0,0,4.259764,2.937399,5,0.000077,0.13,0.042,0.37,0.19,108,69,82
34127,-0.7,-0.7,4.853439,2.922392,5,0.000054,0.13,0.042,0.37,0.19,108,69,82
34128,5,5,4.973899,2.903907,5,0.00003,0.13,0.042,0.37,0.19,108,69,82
34129,-1.5,-1.5,4.995445,2.881197,5,0.000026,0.13,0.042,0.37,0.19,108,69,82
34130,0,0,4.869827,2.853391,5,0.000022,0.13,0.042,0.37,0.19,108,69,82
34131,0,0,4.838827,2.819485,5,0.000018,0.13,0.042,0.37,0.19,108,69,82
34132,0.5,0.5,4.800747,2.778346,5,0.000013,0.13,0.042,0.37,0.19,108,69,82
34133,1.4,1.4,4.754127,2.728734,5,0.000009,0.13,0.042,0.37,0.19,108,69,82
34134,1.6,1.6,4.697286,2.669339,5,0.000005,0.13,0.042,0.37,0.19,108,69,82
34135,1.65,1.65,4.628332,2.598851,5,0.000004,0.13,0.042,0.37,0.19,108,69,82
34136,0.7,0.7,4.545193,2.516062,5,0.000004,0.13,0.042,0.37,0.19,108,69,82
34137,0.2,0.2,4.445683,2.419999,5,0.000003,0.13,0.042,0.37,0.19,108,69,82
34138,0,0,4.327621,2.310097,5,0.000002,0.13,0.042,0.37,0.19,108,69,82
34139,0,0,4.189001,2.186371,5,0.000002,0.13,0.042,0.37,0.19,108,69,82
34140,0,0,4.028221,2.049585,5,0.000001,0.12,0.06,0.35,0.14,119,65,83
34141,0,0,3.844359,1.901358,5,0.000001,0.12,0.06,0.35,0.14,119,65,83
34142,0,0,3.637476,1.744178,5,0.000001,0.12,0.06,0.35,0.14,119,65,83
34143,0,0,3.408886,1.58129,5,0.000001,0.12,0.06,0.35,0.14,119,65,83
34144,0,0,3.161331,1.416456,5,0,0.12,0.06,0.35,0.14,119,65,83
34145,0,0,2.898999,1.253622,5,0,0.12,0.06,0.35,0.14,119,65,83
34146,0,0,2.627329,1.096545,5,0,0.12,0.06,0.35,0.14,119,65,83
34147,0,0,2.35261,0.94846,5,0,0.12,0.06,0.35,0.14,119,65,83
34148,0,0,2.081418,0.811844,5,0,0.12,0.06,0.35,0.14,119,65,83
34149,0,0,1.819995,0.688304,5,0,0.12,0.06,0.35,0.14,119,65,83
34150,0,0,1.573703,0.578592,5,0,0.12,0.06,0.35,0.14,119,65,83
34151,0,0,1.346626,0.482716,5,0,0.12,0.06,0.35,0.14,119,65,83
34152,0,0,1.1414,0.400102,5,0,0.12,0.06,0.35,0.14,119,65,83
34153,0,0,0.959238,0.329775,5,0,0.12,0.06,0.35,0.14,119,65,83
34154,0,0,0.80012,0.270523,5,0,0.12,0.06,0.35,0.14,119,65,83
34155,0,0,0.663066,0.221036,5,0,0.12,0.06,0.35,0.14,119,65,83
34156,0,0,0.546433,0.180005,5,0,0.12,0.06,0.35,0.14,119,65,83
34157,0,0,0.448196,0.146189,5,0,0.12,0.06,0.35,0.14,119,65,83
34158,0,0,0.366167,0.11846,5,0,0.12,0.06,0.35,0.14,119,65,83
34159,0,0,0.298168,0.095813,5,0,0.12,0.06,0.35,0.14,119,65,83
34160,0,0,0.242137,0.07738,5,0,0.12,0.06,0.35,0.14,119,65,83
34161,0,0,0.196196,0.062417,5,0,0.12,0.06,0.35,0.14,119,65,83
34162,0,0,0.158681,0.050297,5,0,0.12,0.06,0.35,0.14,119,65,83
34163,0,0,0.000792,0.040499,5,0,0.12,0.06,0.35,0.14,119,65,83
34164,0,0,0.004555,0.026101,5,0,0.12,0.06,0.35,0.14,119,65,83
34165,0.45,0.45,0.026101,0.146561,5,0,0.12,0.06,0.35,0.14,119,65,83
34166,0.6,0.6,0.146561,0.740236,5,0,0.12,0.06,0.35,0.14,119,65,83
34167,0.45,0.45,0.740236,2.5,5,0,0.12,0.06,0.35,0.14,119,65,83
34168,0,0,2.5,4.259764,5,0,0.12,0.06,0.35,0.14,119,65,83
34169,0,0,4.259764,4.853439,5,0,0.12,0.06,0.35,0.14,119,65,83
34170,-0.7,-0.7,4.853439,4.995445,5,0,0.12,0.06,0.35,0.14,119,65,83
34171,5,5,4.973899,4.973899,5,0,0.12,0.06,0.35,0.14,119,65,83
34172,-1.5,-1.5,4.995445,4.853439,5,0,0.12,0.06,0.35,0.14,119,65,83
34173,0,0,4.869827,4.259764,5,0,0.12,0.06,0.35,0.14,119,65,83
34174,0,0,4.838827,2.949553,5,0,0.12,0.06,0.35,0.14,119,65,83
34175,0.5,0.5,4.800747,2.937399,5,0,0.12,0.06,0.35,0.14,119,65,83
34176,1.4,1.4,4.754127,2.922392,5,0,0.12,0.06,0.35,0.14,119,65,83
34177,1.6,1.6,4.697286,2.903907,5,0,0.12,0.06,0.35,0.14,119,65,83
34178,1.65,1.65,4.628332,2.881197,5,0,0.12,0.06,0.35,0.14,119,65,83
34179,0.7,0.7,4.545193,2.853391,5,0,0.12,0.06,0.35,0.14,119,65,83
34180,0.2,0.2,4.445683,2.819485,5,0,0.12,0.06,0.35,0.14,119,65,83
34181,0,0,4.327621,2.778346,5,0,0.12,0.06,0.35,0.14,119,65,83
34182,0,0,4.189001,2.728734,5,0,0.12,0.06,0.35,0.14,119,65,83
34183,0,0,4.028221,2.669339,5,0,0.12,0.06,0.35,0.14,119,65,83
34184,0,0,3.844359,2.598851,5,0,0.12,0.06,0.35,0.14,119,65,83
34185,0,0,3.637476,2.516062,5,0,0.12,0.06,0.35,0.14,119,65,83
34186,0,0,3.408886,2.419999,5,0,0.12,0.06,0.35,0.14,119,65,83
34187,0,0,3.161331,2.310097,5,0,0.12,0.06,0.35,0.14,119,65,83
34188,0,0,2.898999,2.186371,5,0,0.12,0.06,0.35,0.14,119,65,83
34189,0,0,2.627329,2.049585,5,0,0.12,0.06,0.35,0.14,119,65,83
34190,0,0,2.35261,1.901358,5,0,0.12,0.06,0.35,0.14,119,65,83
34191,0,0,2.081418,1.744178,5,0,0.12,0.06,0.35,0.14,119,65,83
34192,0,0,1.819995,1.58129,5,0,0.12,0.06,0.35,0.14,119,65,83
34193,0,0,1.573703,1.416456,5,0,0.12,0.06,0.35,0.14,119,65,83
34194,0,0,1.346626,1.253622,5,0,0.12,0.06,0.35,0.14,119,65,83
34195,0,0,1.1414,1.096545,5.027467,0.013599,0.12,0.06,0.35,0.14,119,65,83
34196,0,0,0.959238,0.94846,5.054935,0.027199,0.12,0.06,0.35,0.14,119,65,83
34197,0,0,0.80012,0.811844,5.082402,0.040798,0.12,0.06,0.35,0.14,119,65,83
34198,0,0,0.663066,0.688304,5.109869,0.054398,0.12,0.06,0.35,0.14,119,65,83
34199,0,0,0.546433,0.578592,5.137337,0.067997,0.12,0.06,0.35,0.14,119,65,83
34200,0,0,0.448196,0.482716,5.164804,0.081597,0.08,0.145,0.35,0.16,116,77,90
34201,0,0,0.366167,0.400102,5.255901,0.104808,0.08,0.145,0.35,0.16,116,77,90
34202,0,0,0.298168,0.329775,5.346999,0.128019,0.08,0.145,0.35,0.16,116,77,90
34203,0,0,0.242137,0.270523,5.438096,0.15123,0.08,0.145,0.35,0.16,116,77,90
34204,0,0,0.196196,0.221036,5.529193,0.174442,0.08,0.145,0.35,0.16,116,77,90
34205,0,0,0.158681,0.180005,5.620291,0.197653,0.08,0.145,0.35,0.16,116,77,90
34206,0,0,0.000792,0.146189,5.711388,0.220864,0.08,0.145,0.35,0.16,116,77,90
34207,0,0,0.004555,0.11846,6.048887,0.282978,0.08,0.145,0.35,0.16,116,77,90
34208,0.45,0.45,0.026101,0.095813,6.386386,0.345091,0.08,0.145,0.35,0.16,116,77,90
34209,0.6,0.6,0.146561,0.07738,6.723885,0.407205,0.08,0.145,0.35,0.16,116,77,90
34210,0.45,0.45,0.740236,0.062417,7.061385,0.469318,0.08,0.145,0.35,0.16,116,77,90
34211,0,0,2.5,0.050297,7.398884,0.531431,0.08,0.145,0.35,0.16,116,77,90
34212,0,0,4.259764,0.040499,7.736383,0.593545,0.08,0.145,0.35,0.16,116,77,90
34213,-0.7,-0.7,4.853439,0.026101,8.530319,0.755463,0.08,0.145,0.35,0.16,116,77,90
34214,5,5,4.973899,0.146561,9.324255,0.917381,0.08,0.145,0.35,0.16,116,77,90
34215,-1.5,-1.5,4.995445,0.740236,10.118191,1.079299,0.08,0.145,0.35,0.16,116,77,90
34216,0,0,4.869827,2.5,10.912128,1.241218,0.08,0.145,0.35,0.16,116,77,90
34217,0,0,4.838827,4.259764,11.706064,1.403136,0.08,0.145,0.35,0.16,116,77,90
34218,0.5,0.5,4.800747,4.853439,12.5,1.565054,0.08,0.145,0.35,0.16,116,77,90
34219,1.4,1.4,4.754127,4.995445,13.293936,1.959828,0.08,0.145,0.35,0.16,116,77,90
34220,1.6,1.6,4.697286,4.973899,14.087872,2.354601,0.08,0.145,0.35,0.16,116,77,90
34221,1.65,1.65,4.628332,4.853439,14.881809,2.749375,0.08,0.145,0.35,0.16,116,77,90
34222,0.7,0.7,4.545193,4.259764,15.675745,3.144149,0.08,0.145,0.35,0.16,116,77,90
34223,0.2,0.2,4.445683,2.949553,16.469681,3.538923,0.08,0.145,0.35,0.16,116,77,90
34224,0,0,4.327621,2.937399,17.263617,3.933696,0.08,0.145,0.35,0.16,116,77,90
34225,0,0,4.189001,2.922392,17.601116,4.757258,0.08,0.145,0.35,0.16,116,77,90
